"recid_use","p_current_age","p_charge","p_jail30","p_prison","p_probation","p_juv_fel_count","p_felprop_violarrest","p_murder_arrest","p_felassault_arrest","p_misdemassault_arrest","p_famviol_arrest","p_sex_arrest","p_weapons_arrest","fail_appear_two_yr","fail_appear_two_plus","current_violent","current_violent20","pending_charge","prior_conviction_F","prior_conviction_M","violent_conviction","total_convictions","p_arrest","p_property","p_traffic","p_drug","p_dui","p_domestic","p_stalking","p_voyeurism","p_fraud","p_stealing","p_trespass","p_current_age18","p_current_age1929","p_current_age3039","p_current_age4049","p_current_age5059","p_current_age60plus","p_property0","p_property13","p_property46","p_property79","p_property10up","prior_conviction_M01","prior_conviction_M24","prior_conviction_M57","prior_conviction_M810","prior_conviction_M11up","p_charge0","p_charge13","p_charge45","p_charge67","p_charge810","p_charge11up","p_felprop_violarrest0","p_felprop_violarrest1","p_felprop_violarrest2","p_felprop_violarrest3","p_felprop_violarrest46","p_felprop_violarrest7up","total_convictions0","total_convictions1","total_convictions2","total_convictions3","total_convictions46","total_convictions7up"
1,56,4,0,0,1,0,2,0,0,1,0,0,0,NA,NA,1,0,0,1,0,2,1,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,NA,0,0,1,0,0,NA,0
-1,41,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,50,2,0,0,0,0,0,0,0,2,0,0,0,NA,NA,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,1,0,0,0,NA,0
-1,25,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,18,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,28,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
1,34,5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,1,0,0,0,NA,0
-1,22,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,42,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,5,16,2,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,54,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
-1,18,2,0,0,0,0,0,0,0,1,0,0,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,25,4,0,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,2,0,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,1,0,NA,0
-1,68,5,0,0,1,0,0,0,1,1,0,0,0,NA,NA,0,0,5,0,3,2,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,NA,0
1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
-1,50,2,0,0,0,0,0,0,1,1,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,22,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,1,0,0,0,NA,0
-1,28,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,19,3,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,NA,0
1,40,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,32,5,0,0,2,0,1,1,5,1,0,0,0,0,0,1,0,9,2,5,7,5,17,5,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0
1,63,5,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,1,1,1,0,3,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,NA,0
-1,28,2,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,54,5,1,5,2,0,1,0,2,0,0,0,0,0,0,0,0,4,7,4,5,5,26,5,0,6,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0
-1,28,5,0,1,1,1,0,0,1,4,0,6,0,0,0,1,0,6,6,4,9,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,44,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,3,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,NA,0
1,28,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,53,5,0,0,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,1,7,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,NA,0
-1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,NA,0
1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,NA,0
1,18,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
1,20,5,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,4,1,1,0,2,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
-1,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,NA,0
-1,45,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,1,0,0,0,NA,0
-1,67,5,0,0,3,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5,0,5,16,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,33,5,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,10,5,5,2,5,41,1,0,11,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,25,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,40,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,31,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,1,0,0,0,NA,0
-1,36,5,0,0,1,1,0,0,1,1,0,0,0,NA,NA,1,0,10,2,5,1,5,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
1,27,5,0,0,3,0,3,0,5,2,0,0,0,1,0,1,0,14,8,5,9,5,40,5,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0
1,26,5,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,3,2,5,3,5,11,4,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,21,2,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,22,5,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,NA,0
1,21,5,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,5,0,5,0,5,14,5,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0
1,35,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,20,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,51,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,34,5,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3,0,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,NA,0
1,29,5,0,0,5,0,0,0,4,1,0,0,0,NA,NA,1,0,9,2,5,5,5,21,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,31,5,0,0,3,0,0,0,0,2,0,0,4,NA,NA,0,0,21,6,5,3,5,35,1,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,32,5,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,2,0,4,4,4,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,62,2,0,0,0,0,0,0,0,2,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
-1,18,3,0,0,0,0,2,0,0,0,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,3,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
-1,32,4,0,0,0,0,0,0,0,2,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,27,4,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,8,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,NA,0
-1,25,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8,1,0,0,1,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,NA,0
-1,18,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,26,5,0,0,0,0,0,0,0,2,0,0,0,NA,NA,1,0,8,0,5,0,5,12,4,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
1,31,5,0,0,2,0,0,0,1,0,0,0,0,NA,NA,0,0,2,0,4,1,4,13,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
1,21,5,0,0,1,1,0,0,0,0,0,0,0,NA,NA,0,0,7,1,2,1,3,4,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,NA,0
-1,18,5,0,0,0,0,2,0,0,0,0,0,0,NA,NA,0,0,3,3,1,2,4,3,5,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0
-1,34,5,0,0,2,0,0,0,2,1,0,0,0,NA,NA,1,0,2,1,2,2,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,NA,0
-1,40,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,NA,0
-1,24,3,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,NA,0
-1,54,2,0,0,0,0,0,0,1,1,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,24,5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,4,0,2,2,2,8,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
-1,18,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,38,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,18,5,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,4,0,2,2,2,5,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
-1,44,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,1,0,0,0,NA,0
-1,34,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,41,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,28,5,1,3,1,0,1,0,1,5,0,0,0,NA,NA,1,0,7,0,4,6,4,12,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0
1,21,5,0,0,1,0,1,0,0,0,0,0,0,NA,NA,0,0,2,0,2,18,2,25,5,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,1,0,NA,0
1,24,5,0,0,1,0,0,0,1,2,0,0,0,NA,NA,0,0,39,2,5,3,5,63,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0
-1,28,3,0,0,0,0,2,0,0,0,0,0,0,NA,NA,1,0,0,1,0,1,1,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,NA,0,0,1,0,0,NA,0
-1,48,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,33,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,24,2,0,0,0,0,0,0,1,1,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,35,5,0,0,2,0,0,0,2,3,0,0,0,0,0,1,0,2,0,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,NA,0
-1,41,2,0,0,0,0,0,0,1,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,48,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,61,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
-1,26,2,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,NA,0
-1,25,5,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,10,6,1,3,5,19,4,0,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0
-1,30,2,0,0,0,0,0,0,1,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
